Rings,"Sex (1 – male, 2 – female, 3 – uvenil)",Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight
18,1,0.7,0.53,0.19,1.3185,0.548,0.233,0.42
4,1,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02
18,1,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39
12,1,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369
11,2,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285
13,2,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355
11,1,0.67,0.545,0.2,1.7025,0.833,0.374,0.41
15,1,0.605,0.47,0.115,1.114,0.3925,0.291,0.31
10,1,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278
10,2,0.55,0.38,0.165,1.205,0.543,0.294,0.3345
8,1,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265
11,2,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356
12,2,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825
10,1,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485
7,3,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08
9,2,0.595,0.465,0.15,1.0765,0.491,0.22,0.287
7,3,0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985
10,1,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835
8,3,0.56,0.42,0.14,0.837,0.414,0.214,0.2
9,1,0.505,0.395,0.125,0.635,0.29,0.1555,0.175
7,2,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405
9,1,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045
8,3,0.53,0.4,0.125,0.617,0.279,0.127,0.19
4,3,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006
12,1,0.72,0.6,0.235,2.2385,0.984,0.411,0.621
17,2,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515
8,3,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175
9,3,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21
9,3,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965
8,2,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25
16,1,0.575,0.45,0.16,0.955,0.44,0.1685,0.27
10,2,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624
8,3,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14
20,2,0.57,0.45,0.17,1.098,0.414,0.187,0.405
6,3,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145
9,2,0.59,0.465,0.15,1.151,0.613,0.239,0.2515
7,3,0.355,0.27,0.075,0.204,0.3045,0.046,0.0595
12,2,0.69,0.55,0.2,1.569,0.687,0.3675,0.46
10,2,0.575,0.42,0.19,1.764,0.914,0.377,0.4095
5,3,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385
10,3,0.52,0.41,0.14,0.699,0.3395,0.129,0.1945
9,1,0.295,0.225,0.09,0.1385,0.048,0.046,0.05
7,2,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048
8,3,0.43,0.315,0.095,0.378,0.175,0.08,0.1045
11,2,0.75,0.55,0.195,1.8325,0.83,0.366,0.44
10,3,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925
7,3,0.435,0.345,0.12,0.3215,0.13,0.056,0.1185
6,3,0.38,0.3,0.09,0.277,0.1655,0.0625,0.082
8,3,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725
10,2,0.52,0.425,0.15,0.813,0.385,0.2015,0.23
10,1,0.555,0.45,0.175,0.874,0.3275,0.202,0.305
4,3,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02
6,3,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135
6,3,0.33,0.245,0.065,0.1445,0.058,0.032,0.0505
11,2,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235
6,3,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105
14,2,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365
11,2,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23
10,2,0.59,0.455,0.175,0.966,0.391,0.2455,0.31
13,1,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28
9,1,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237
9,2,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11
10,1,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219
11,1,0.465,0.36,0.08,0.488,0.191,0.125,0.155
13,2,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19
5,3,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215
9,2,0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925
10,1,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08
14,1,0.595,0.455,0.155,1.041,0.416,0.2105,0.365
7,2,0.72,0.525,0.18,1.445,0.631,0.3215,0.435
12,2,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265
8,3,0.295,0.21,0.08,0.1,0.038,0.026,0.031
5,3,0.245,0.175,0.055,0.0785,0.04,0.018,0.02
20,2,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515
8,3,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825
9,3,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07
15,1,0.6,0.47,0.175,1.105,0.4865,0.247,0.315
10,3,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325
8,three,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065
8,3,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215
21,1,0.595,0.475,0.16,1.3175,0.408,0.234,0.58
