Rings,"Sex (1 – male, 2 – female, 3 – uvenil)",Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight
6,3,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035
9,2,0.44,0.35,0.125,0.4035,0.175,0.063,0.129
6,3,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06
10,1,0.575,0.46,0.155,0.892,0.4415,0.176,0.22
13,2,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24
7,3,0.405,0.305,0.1,0.268,0.1145,0.053,0.085
13,2,0.585,0.465,0.14,0.908,0.381,0.1615,0.315
9,2,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775
7,3,0.415,0.335,0.1,0.358,0.169,0.067,0.105
10,2,0.665,0.51,0.175,1.3805,0.675,0.2985,0.325
12,2,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602
20,1,0.7,0.58,0.205,2.13,0.7415,0.49,0.58
12,1,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365
8,1,0.5,0.4,0.13,0.7715,0.37,0.16,0.211
12,2,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471
9,1,0.475,0.355,0.125,0.4625,0.186,0.107,0.145
10,1,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165
9,1,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175
8,1,0.49,0.385,0.125,0.649,0.32,0.124,0.1695
9,1,0.67,0.525,0.18,1.4915,0.728,0.343,0.381
17,2,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885
12,2,0.65,0.565,0.2,1.6645,0.753,0.367,0.43
8,2,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1
8,2,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25
13,1,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38
10,1,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345
11,1,0.6,0.48,0.155,1.014,0.451,0.1885,0.325
9,1,0.575,0.445,0.16,0.839,0.4005,0.198,0.239
10,2,0.56,0.45,0.16,1.0235,0.429,0.268,0.3
8,1,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28
8,3,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09
5,3,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053
13,1,0.7,0.55,0.195,1.6245,0.675,0.347,0.535
11,2,0.71,0.55,0.17,1.614,0.743,0.345,0.45
10,1,0.595,0.47,0.155,1.2015,0.492,0.3865,0.265
10,1,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506
11,1,0.615,0.47,0.175,1.242,0.5675,0.287,0.317
7,2,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148
9,2,0.675,0.53,0.195,1.4985,0.62,0.375,0.425
8,1,0.555,0.435,0.145,0.9205,0.404,0.2275,0.255
6,3,0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575
9,1,0.595,0.46,0.14,0.852,0.4215,0.2255,0.227
10,1,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375
15,3,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255
9,2,0.615,0.455,0.135,1.059,0.4735,0.263,0.274
7,3,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135
8,2,0.545,0.44,0.15,0.9475,0.366,0.239,0.275
14,1,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4
4,1,0.175,0.125,0.04,0.024,0.0095,0.006,0.005
8,3,0.48,0.355,0.11,0.4495,0.201,0.089,0.14
11,2,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965
7,3,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048
9,3,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695
7,3,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09
9,1,0.62,0.49,0.155,1.1,0.505,0.2475,0.31
18,2,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32
9,3,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189
11,1,0.5,0.4,0.145,0.6025,0.216,0.138,0.21
11,1,0.595,0.5,0.165,1.06,0.402,0.28,0.275
17,2,0.58,0.455,0.16,0.9215,0.312,0.196,0.3
8,3,0.575,0.44,0.15,0.983,0.486,0.215,0.239
10,1,0.445,0.345,0.09,0.3795,0.143,0.074,0.125
10,3,0.55,0.43,0.145,0.712,0.3025,0.152,0.225
10,1,0.61,0.48,0.17,1.137,0.4565,0.29,0.347
11,2,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515
8,3,0.495,0.375,0.12,0.614,0.2855,0.1365,0.161
8,1,0.44,0.325,0.08,0.413,0.144,0.1015,0.13
7,3,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105
13,2,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25
11,1,0.56,0.435,0.18,0.889,0.36,0.204,0.25
9,3,0.48,0.37,0.125,0.5435,0.244,0.101,0.165
9,1,0.595,0.455,0.15,1.044,0.518,0.2205,0.27
7,3,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18
6,3,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042
8,1,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155
12,1,0.745,0.575,0.2,1.884,0.954,0.336,0.495
7,3,0.46,0.36,0.105,0.466,0.2225,0.099,0.11
10,3,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18
11,1,0.55,0.45,0.17,0.81,0.317,0.157,0.22
7,3,0.39,0.3,0.1,0.2665,0.1105,0.059,0.084
7,3,0.445,0.31,0.09,0.336,0.1555,0.09,0.0855
12,2,0.645,0.51,0.2,1.5675,0.621,0.367,0.46
9,1,0.53,0.41,0.125,0.769,0.346,0.173,0.215
9,1,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475
13,2,0.675,0.555,0.205,1.925,0.713,0.358,0.4535
22,2,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55
10,2,0.65,0.51,0.17,1.567,0.7245,0.349,0.391
17,2,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205
11,2,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235
8,3,0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785
16,1,0.645,0.485,0.215,1.514,0.546,0.2615,0.635
8,2,0.57,0.455,0.15,1.107,0.54,0.255,0.27
11,3,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255
10,1,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735
6,3,0.24,0.185,0.07,0.0715,0.026,0.018,0.025
8,1,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132
9,3,0.575,0.445,0.16,0.9175,0.45,0.1935,0.24
15,1,0.455,0.365,0.095,0.514,0.2245,0.101,0.15
13,1,0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341
9,2,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345
6,3,0.48,0.35,0.105,0.635,0.352,0.127,0.135
11,2,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305
7,3,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105
13,3,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26
7,3,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065
16,3,0.45,0.35,0.14,0.474,0.21,0.109,0.1275
7,3,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066
9,1,0.59,0.455,0.16,1.09,0.5,0.2215,0.292
5,3,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315
11,2,0.635,0.495,0.195,1.297,0.556,0.2985,0.37
8,1,0.355,0.265,0.085,0.201,0.069,0.053,0.0695
7,3,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065
11,2,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725
11,1,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503
9,3,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14
8,3,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455
13,1,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355
8,2,0.37,0.275,0.1,0.2225,0.093,0.026,0.08
13,2,0.66,0.53,0.17,1.326,0.519,0.2625,0.44
11,2,0.62,0.485,0.175,1.271,0.531,0.3075,0.37
8,3,0.51,0.4,0.125,0.5935,0.239,0.13,0.204
10,2,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195
11,1,0.69,0.55,0.195,1.777,0.769,0.38,0.4305
8,2,0.64,0.51,0.165,1.486,0.7595,0.332,0.321
12,2,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21
7,2,0.37,0.295,0.1,0.2685,0.1165,0.056,0.0835
10,1,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512
13,1,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437
6,3,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505
7,3,0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036
11,3,0.55,0.445,0.125,0.672,0.288,0.1365,0.21
12,1,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105
18,1,0.71,0.54,0.165,1.959,0.7665,0.261,0.78
11,2,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47
10,2,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685
11,2,0.68,0.56,0.195,1.7775,0.861,0.322,0.415
10,1,0.59,0.465,0.165,1.115,0.5165,0.273,0.275
8,3,0.48,0.37,0.12,0.536,0.251,0.114,0.15
8,1,0.59,0.45,0.155,0.874,0.369,0.2135,0.24
10,1,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225
8,2,0.55,0.425,0.125,0.964,0.5475,0.159,0.215
9,3,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175
12,2,0.52,0.41,0.155,0.727,0.291,0.1835,0.235
9,1,0.51,0.38,0.135,0.681,0.3435,0.142,0.17
11,1,0.6,0.475,0.175,1.3445,0.549,0.2875,0.36
13,1,0.595,0.465,0.175,1.115,0.4015,0.254,0.39
8,3,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12
14,1,0.725,0.57,0.19,2.55,1.0705,0.483,0.725
11,3,0.555,0.435,0.145,0.6975,0.262,0.1575,0.24
8,3,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965
4,3,0.2,0.145,0.05,0.036,0.0125,0.008,0.011
13,2,0.58,0.475,0.165,1.0385,0.414,0.26,0.305
7,1,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161
13,1,0.555,0.425,0.13,0.7665,0.264,0.168,0.275
11,1,0.615,0.485,0.215,0.9615,0.422,0.176,0.29
7,3,0.405,0.3,0.11,0.32,0.172,0.044,0.093
15,1,0.59,0.46,0.155,0.906,0.327,0.1485,0.335
