Rings,"Sex (1 – male, 2 – female, 3 – uvenil)",Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight
5,3,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031
10,1,0.45,0.335,0.125,0.349,0.119,0.1055,0.115
18,2,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295
14,2,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215
12,3,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145
4,3,0.225,0.17,0.05,0.0515,0.019,0.012,0.017
11,2,0.66,0.53,0.185,1.346,0.546,0.2705,0.476
16,1,0.44,0.35,0.14,0.451,0.171,0.0705,0.184
9,2,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11
10,2,0.575,0.48,0.17,1.1,0.506,0.2485,0.31
10,2,0.395,0.295,0.095,0.2245,0.078,0.054,0.08
12,1,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255
14,2,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49
10,2,0.655,0.525,0.175,1.348,0.5855,0.2605,0.394
9,3,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244
11,1,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425
11,2,0.705,0.56,0.17,1.4575,0.607,0.318,0.44
9,3,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24
10,1,0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265
10,2,0.675,0.57,0.225,1.587,0.739,0.2995,0.435
11,3,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065
8,1,0.47,0.375,0.12,0.5805,0.266,0.0935,0.169
11,2,0.755,0.575,0.2,2.073,1.0135,0.4655,0.48
7,3,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375
9,one,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19
9,2,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14
8,2,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36
11,2,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475
10,2,0.62,0.48,0.165,1.043,0.4835,0.221,0.31
11,2,0.545,0.43,0.165,0.802,0.2935,0.183,0.28
5,1,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01
10,1,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845
10,1,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185
13,2,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2
10,2,0.67,0.525,0.195,1.42,0.573,0.368,0.3905
8,3,0.29,0.205,0.07,0.0975,0.036,0.019,0.035
9,1,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07
8,3,0.46,0.355,0.11,0.436,0.1975,0.096,0.125
10,2,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085
5,3,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425
17,2,0.665,0.555,0.195,1.4385,0.581,0.354,0.36
19,1,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33
9,1,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235
8,2,0.515,0.43,0.14,0.834,0.367,0.2,0.23
9,2,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259
8,3,0.375,0.285,0.1,0.239,0.105,0.0555,0.07
9,1,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289
19,2,0.605,0.485,0.165,1.0105,0.435,0.209,0.3
9,1,0.62,0.47,0.15,1.309,0.587,0.4405,0.325
11,male,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315
8,2,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425
9,1,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234
7,1,0.535,0.405,0.14,0.7315,0.336,0.156,0.19
6,3,0.365,0.27,0.085,0.197,0.0815,0.0325,0.065
9,3,0.555,0.43,0.14,0.7665,0.341,0.165,0.23
6,3,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147
10,2,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665
21,3,0.53,0.415,0.145,0.944,0.3845,0.185,0.265
