Rings,"Sex (1 – male, 2 – female, 3 – uvenil)",Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight
9,3,0.56,0.455,0.145,0.974,0.547,0.1615,0.235
9,2,0.435,0.335,0.11,0.38,0.1695,0.086,0.11
12,1,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875
7,3,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605
9,1,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625
7,1,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175
6,3,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039
15,1,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415
18,1,0.605,0.49,0.18,1.227,0.48,0.287,0.35
9,1,0.58,0.445,0.135,0.814,0.3775,0.1915,0.22
13,2,0.62,0.51,0.15,1.456,0.581,0.2875,0.32
10,3,0.68,0.53,0.185,1.1095,0.439,0.245,0.34
11,1,0.55,0.42,0.145,0.7385,0.321,0.1485,0.252
9,3,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189
11,1,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055
11,1,0.535,0.41,0.15,0.8105,0.345,0.187,0.24
10,1,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485
13,2,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285
12,2,0.5,0.4,0.145,0.63,0.234,0.1465,0.23
6,3,0.415,0.31,0.105,0.3595,0.167,0.083,0.0915
17,1,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585
9,2,0.57,0.44,0.12,0.803,0.382,0.1525,0.234
12,1,0.62,0.465,0.185,1.274,0.579,0.3065,0.32
8,3,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054
11,1,0.655,0.52,0.18,1.492,0.7185,0.36,0.355
9,2,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345
10,1,0.585,0.46,0.185,0.922,0.3635,0.213,0.285
12,2,0.45,0.345,0.115,0.496,0.1905,0.117,0.14
13,2,0.435,0.35,0.11,0.384,0.143,0.1005,0.125
10,2,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335
8,1,0.56,0.415,0.145,0.852,0.43,0.1885,0.205
9,2,0.63,0.505,0.195,1.306,0.516,0.3305,0.375
14,1,0.58,0.45,0.15,0.927,0.276,0.1815,0.36
5,1,0.28,0.21,0.065,0.0905,0.035,0.02,0.03
10,2,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425
19,1,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27
10,3,0.52,0.425,0.17,0.6805,0.28,0.174,0.195
10,1,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365
8,1,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415
11,1,0.4,0.31,0.11,0.314,0.138,0.057,0.1
4,3,0.185,0.135,0.045,0.032,0.011,0.0065,0.01
7,3,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625
11,2,0.6,0.5,0.17,1.13,0.4405,0.267,0.335
10,3,0.585,0.46,0.145,0.8465,0.339,0.167,0.295
8,3,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125
8,1,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215
6,3,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088
16,1,0.655,0.515,0.2,1.373,0.443,0.3375,0.49
9,3,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19
11,2,0.635,0.485,0.19,1.3765,0.634,0.2885,0.406
9,1,0.575,0.455,0.135,0.907,0.4245,0.197,0.26
10,2,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12
13,2,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645
11,3,0.605,0.485,0.15,1.238,0.6315,0.226,0.33
13,2,0.62,0.485,0.165,1.166,0.483,0.238,0.355
7,1,0.545,0.42,0.12,0.7865,0.403,0.185,0.17
9,1,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185
10,1,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745
13,1,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405
8,3,0.555,0.435,0.14,0.765,0.3945,0.15,0.206
17,3,0.535,0.42,0.145,0.926,0.398,0.1965,0.25
17,2,0.635,0.505,0.185,1.3035,0.501,0.295,0.41
10,3,0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21
11,2,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181
9,3,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22
16,2,0.675,0.535,0.16,1.41,0.592,0.3175,0.42
9,2,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815
12,1,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49
7,3,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073
12,2,0.595,0.465,0.155,1.026,0.4645,0.112,0.305
11,1,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371
11,1,0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505
7,1,0.515,0.39,0.155,0.7125,0.3695,0.137,0.155
11,2,0.7,0.555,0.22,1.666,0.647,0.4285,0.455
15,1,0.695,0.56,0.19,1.494,0.588,0.3425,0.485
9,3,0.625,0.485,0.15,1.044,0.438,0.2865,0.278
10,3,0.575,0.45,0.13,0.8145,0.403,0.1715,0.213
10,3,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238
9,3,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145
12,2,0.75,0.615,0.205,2.2635,0.821,0.423,0.726
nine,3,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221
7,2,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035
11,1,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195
