Rings,"Sex (1 – male, 2 – female, 3 – uvenil)",Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight
8,2,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248
7,1,0.47,0.37,0.13,0.5225,0.201,0.133,0.165
9,2,0.6,0.485,0.165,1.1405,0.587,0.2175,0.288
8,1,0.63,0.465,0.15,1.027,0.537,0.188,0.176
10,2,0.58,0.46,0.185,1.017,0.3515,0.2,0.32
7,1,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035
6,2,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127
6,3,0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655
8,3,0.295,0.215,0.075,0.116,0.037,0.0295,0.04
7,3,0.5,0.38,0.11,0.494,0.218,0.09,0.1325
14,1,0.73,0.585,0.225,2.2305,1.2395,0.422,0.563
13,1,0.685,0.52,0.15,1.343,0.4635,0.292,0.4
14,2,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39
10,3,0.57,0.43,0.145,0.833,0.354,0.144,0.2815
6,3,0.415,0.33,0.09,0.3595,0.17,0.081,0.09
9,1,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17
10,2,0.595,0.475,0.165,1.148,0.444,0.214,0.37
9,1,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31
6,1,0.335,0.26,0.075,0.22,0.0855,0.04,0.085
8,1,0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455
9,2,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29
13,1,0.675,0.525,0.185,1.587,0.6935,0.336,0.395
10,2,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175
23,1,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46
11,3,0.49,0.385,0.14,0.5425,0.198,0.127,0.175
16,1,0.59,0.485,0.12,0.911,0.39,0.182,0.29
3,1,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01
9,1,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248
11,1,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19
6,1,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07
11,3,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445
7,3,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107
9,1,0.645,0.51,0.16,1.33,0.6665,0.309,0.317
10,2,0.645,0.515,0.175,1.546,0.7035,0.365,0.415
11,2,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265
17,2,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565
17,1,0.64,0.52,0.2,1.407,0.566,0.304,0.455
6,3,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03
6,1,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03
18,2,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33
10,1,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12
14,1,0.57,0.48,0.18,0.9395,0.399,0.2,0.295
15,1,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19
11,1,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915
15,1,0.57,0.43,0.12,1.0615,0.348,0.167,0.31
10,3,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3
9,3,0.44,0.305,0.115,0.379,0.162,0.091,0.11
7,3,0.36,0.25,0.115,0.465,0.21,0.1055,0.128
5,1,0.275,0.2,0.08,0.099,0.037,0.024,0.03
6,2,0.465,0.35,0.125,0.482,0.23,0.106,0.1095
11,2,0.655,0.54,0.215,1.5555,0.695,0.296,0.444
10,1,0.49,0.38,0.14,0.7605,0.245,0.167,0.185
4,3,0.17,NA,0.035,0.034,0.012,0.0085,0.005
7,1,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186
19,2,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52
12,2,0.57,0.465,0.18,1.295,0.339,0.2225,0.44
12,2,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775
6,2,0.335,0.22,0.07,0.17,0.076,0.0365,0.05
10,1,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205
10,2,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135
11,2,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875
8,3,0.315,0.23,0.07,0.144,0.053,0.0305,0.04
11,1,0.665,0.525,0.175,1.443,0.6635,0.3845,0.353
10,1,0.535,0.43,0.155,0.7845,0.3285,0.169,0.245
5,3,0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765
4,3,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021
8,2,0.52,0.405,0.115,0.776,0.32,0.1845,0.22
9,1,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975
6,3,0.34,0.245,0.085,0.2015,0.1005,0.038,0.053
10,1,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955
10,1,0.605,0.49,0.14,0.9755,0.419,0.206,0.315
12,2,0.575,0.48,0.15,0.8745,0.375,0.193,0.29
8,1,0.615,0.47,0.155,1.2,0.5085,0.32,0.292
12,2,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26
13,1,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238
8,1,0.525,0.435,0.155,1.065,0.486,0.233,0.285
9,3,0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095
13,2,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675
8,3,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105
12,1,0.635,0.525,0.16,1.195,0.5435,0.246,0.335
9,1,0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505
6,3,0.255,0.185,0.07,0.075,0.028,0.018,0.025
6,3,0.41,0.305,0.095,0.2625,0.1,0.0515,0.09
7,3,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063
12,2,0.595,0.465,0.14,1.113,0.5175,0.244,0.305
7,1,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1
8,1,0.545,0.45,0.15,0.7805,0.3795,0.1625,0.216
16,2,0.685,0.525,0.175,1.71,0.5415,0.309,0.58
12,1,0.635,0.5,0.17,1.4345,0.611,0.309,0.418
7,1,0.49,0.465,0.125,0.5225,0.235,0.13,0.141
21,1,0.64,0.51,0.175,1.368,0.515,0.266,0.57
20,3,0.53,0.42,0.185,0.752,0.299,0.156,0.205
9,3,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165
7,3,0.435,0.335,0.1,0.3295,0.129,0.07,0.11
17,1,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37
11,2,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375
5,3,0.23,0.17,0.05,0.057,0.026,0.013,0.016
12,2,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27
12,2,0.425,0.325,0.135,0.382,0.1465,0.079,0.14
11,2,0.435,0.35,0.12,0.4585,0.192,0.1,0.13
8,2,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135
7,2,0.525,0.41,0.115,0.7745,0.416,0.163,0.18
8,1,0.625,0.5,0.13,1.082,0.5785,0.2045,0.25
19,2,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335
7,3,0.45,0.36,0.13,0.478,0.191,0.127,0.137
9,3,0.44,0.35,0.12,0.375,0.1425,0.0965,0.115
7,3,0.415,0.305,0.12,0.336,0.165,0.076,0.0805
8,3,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305
8,2,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3
7,3,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043
13,1,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245
15,2,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295
12,1,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285
11,1,0.595,0.455,0.145,0.942,0.43,0.182,0.277
9,1,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975
14,2,0.485,0.395,0.16,0.66,0.2475,0.128,0.235
6,3,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21
14,3,0.565,0.435,0.155,0.782,0.2715,0.168,0.285
4,3,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015
7,1,0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345
9,2,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23
14,1,0.53,0.44,0.205,0.835,0.32,0.2175,0.245
9,2,0.55,0.43,0.14,0.8105,0.368,0.161,0.275
7,3,0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965
11,1,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172
6,3,0.42,0.305,0.09,0.328,0.168,0.0615,0.082
6,2,0.385,0.3,0.1,0.2725,0.1115,0.057,0.08
9,1,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335
6,3,0.37,0.27,0.095,0.232,0.1325,0.041,0.0615
9,1,0.515,0.395,0.12,0.646,0.285,0.1365,0.172
8,1,0.36,0.295,0.105,0.241,0.0865,0.053,0.095
11,2,0.62,0.495,0.17,1.062,0.372,0.213,0.34
9,3,0.505,0.385,0.125,0.596,0.245,0.097,0.21
9,1,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075
10,1,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225
11,2,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37
8,2,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175
9,1,0.535,0.435,0.15,0.725,0.269,0.1385,0.25
6,3,0.235,0.18,0.06,0.058,0.022,0.0145,0.018
11,1,0.59,0.49,0.135,1.008,0.422,0.2245,0.285
6,3,0.32,0.215,0.095,0.305,0.14,0.067,0.0885
8,3,0.435,0.33,0.105,0.335,0.156,0.0555,0.105
10,3,0.52,0.385,0.115,0.581,0.2555,0.156,0.143
12,2,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62
10,3,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19
9,3,0.57,0.435,0.17,0.848,0.4,0.166,0.25
8,3,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24
9,1,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25
8,3,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182
8,1,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27
9,3,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465
10,1,0.685,0.505,0.19,1.533,0.667,0.4055,0.41
7,3,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105
10,2,0.575,0.45,0.16,1.068,0.556,0.214,0.2575
