Rings,"Sex (1 – male, 2 – female, 3 – uvenil)",Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight
6,3,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038
20,1,0.6,0.47,0.155,1.036,0.4375,0.196,0.325
8,3,0.55,0.42,0.13,0.636,0.294,0.144,0.1755
15,2,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285
15,1,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58
5,3,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385
7,3,0.505,0.385,0.12,0.6005,0.239,0.142,0.185
10,3,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545
10,3,0.54,0.415,0.155,0.702,0.322,0.167,0.19
9,2,0.615,0.475,0.17,1.055,0.543,0.246,0.2345
11,1,0.735,0.585,0.185,2.124,0.952,0.55,0.5
15,2,0.575,0.46,0.185,1.094,0.4485,0.217,0.345
18,3,0.485,0.38,0.14,0.673,0.2175,0.13,0.195
12,3,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725
12,1,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265
10,2,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935
13,1,0.47,0.375,0.13,0.5795,0.2145,0.164,0.195
10,2,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715
11,1,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345
4,3,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005
8,1,0.665,0.525,0.16,1.363,0.629,0.279,0.34
8,1,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085
8,1,0.52,0.465,0.15,0.9505,0.456,0.199,0.255
12,2,0.49,0.39,0.135,0.59,0.215,0.125,0.1845
8,3,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22
13,1,0.505,0.4,0.125,0.77,0.2735,0.159,0.255
9,2,0.55,0.435,0.14,0.745,0.347,0.174,0.2265
8,3,0.375,0.285,0.09,0.237,0.106,0.0395,0.08
10,1,0.595,0.45,0.14,0.838,0.3965,0.194,0.217
6,2,0.34,0.255,0.085,0.204,0.097,0.021,0.05
10,1,0.62,0.465,0.145,0.911,0.375,0.2145,0.278
4,3,0.255,0.185,0.065,0.074,0.0305,0.0165,0.02
18,1,0.635,0.51,0.155,1.156,0.428,0.289,0.315
9,1,0.59,0.5,0.15,1.142,0.485,0.265,0.345
12,1,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308
11,2,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52
10,1,0.635,0.51,0.155,0.986,0.405,0.2255,0.31
8,3,0.49,0.37,0.11,0.538,0.271,0.1035,0.139
11,1,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285
9,3,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15
7,2,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144
6,3,0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245
3,3,0.165,0.12,0.03,0.0215,0.007,0.005,0.005
7,1,0.575,0.45,0.155,0.948,0.429,0.206,0.259
10,2,0.535,0.415,0.17,0.879,0.295,0.1965,0.285
12,1,0.665,0.52,0.175,1.3725,0.606,0.32,0.395
7,1,0.425,0.33,0.08,0.361,0.134,0.0825,0.125
15,1,0.555,0.44,0.15,1.092,0.416,0.212,0.4405
9,1,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345
15,1,0.66,0.535,0.2,1.791,0.733,0.318,0.54
10,3,0.57,0.425,0.14,0.7655,0.331,0.14,0.24
9,1,0.505,0.41,0.125,0.642,0.289,0.133,0.155
11,1,0.645,0.5,0.175,1.3385,0.633,0.299,0.349
11,3,0.46,0.35,0.12,0.4885,0.193,0.105,0.155
10,2,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175
8,2,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371
13,1,0.655,0.525,0.18,1.402,0.624,0.2935,0.365
13,2,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49
8,3,0.515,0.395,0.125,0.6635,0.32,0.14,0.17
9,2,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845
9,1,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213
10,2,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575
14,2,0.63,0.5,0.16,1.22,0.4905,0.3,0.345
13,1,0.615,0.49,0.17,1.145,0.4915,0.208,0.343
16,2,0.515,0.4,0.17,0.796,0.258,0.1755,0.28
10,1,0.61,0.475,0.155,1.168,0.554,0.239,0.3295
8,3,0.535,0.4,0.135,0.775,0.368,0.208,0.2055
9,2,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415
10,3,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147
12,1,0.495,0.385,0.135,0.709,0.211,0.1375,0.262
9,1,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865
14,2,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605
5,3,0.33,0.25,0.075,0.1405,0.056,0.035,0.05
9,2,0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035
8,2,0.58,0.445,0.15,0.858,0.4,0.156,0.253
11,2,0.695,0.56,0.22,1.834,0.8455,0.422,0.455
10,1,0.605,0.455,0.16,1.1215,0.533,0.273,0.271
10,1,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505
14,1,0.61,0.48,0.15,1.2,0.56,0.2455,0.28
12,3,0.62,0.485,0.18,1.154,0.4935,0.256,0.315
12,1,0.395,0.28,0.08,0.266,0.0995,0.066,0.09
10,3,0.575,0.45,0.135,0.8715,0.45,0.162,0.225
11,2,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11
8,3,0.46,0.335,0.11,0.444,0.225,0.0745,0.11
16,2,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34
9,2,0.57,0.43,0.16,0.811,0.3875,0.159,0.2285
5,3,0.235,0.16,0.04,0.048,0.0185,0.018,0.015
16,2,0.72,0.595,0.225,1.969,0.8045,0.423,0.66
7,3,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695
7,1,0.525,0.415,0.135,0.7945,0.394,0.189,0.202
6,3,0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063
4,3,0.17,0.13,0.095,0.03,0.013,0.008,0.01
7,1,0.445,0.32,0.12,0.414,0.199,0.09,0.117
14,2,0.57,0.465,0.155,0.872,0.3245,0.239,0.285
12,2,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12
13,2,0.645,0.525,0.2,1.449,0.601,0.2565,0.505
7,3,0.39,0.285,0.1,0.281,0.1275,0.062,0.077
12,1,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461
12,3,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815
9,2,0.565,0.44,0.135,0.83,0.393,0.1735,0.238
8,1,NA,0.385,0.11,0.5785,0.253,0.16,0.14
7,3,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081
13,1,0.545,0.41,0.14,0.625,0.223,0.16,0.235
10,2,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413
10,1,0.605,0.475,0.15,1.15,0.575,0.232,0.297
5,3,0.21,0.15,0.055,0.0465,0.017,0.012,0.015
6,3,0.385,0.29,0.095,0.312,0.143,0.0635,0.086
11,3,0.495,0.39,0.125,0.6655,0.284,0.162,0.2
9,3,0.47,0.345,0.14,0.4615,0.229,0.1105,0.116
8,3,0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12
4,3,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005
8,3,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166
9,2,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215
6,3,0.38,0.285,0.085,0.237,0.115,0.0405,0.07
7,3,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05
5,3,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027
5,2,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055
6,3,0.385,0.29,0.1,0.2575,0.1,0.061,0.086
12,1,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345
11,3,0.62,0.47,0.155,0.966,0.447,0.171,0.284
7,2,0.435,0.325,0.115,0.3915,0.154,0.094,0.12
10,2,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27
11,2,0.47,0.375,0.105,0.513,0.232,0.142,0.13
9,3,0.6,0.445,0.135,0.9205,0.445,0.2035,0.253
14,1,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19
8,3,0.475,0.36,0.11,0.452,0.191,0.099,0.13
13,1,0.625,0.465,0.14,1.195,0.4825,0.205,0.4
4,3,0.36,0.27,0.085,0.196,0.0875,0.035,0.064
9,3,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168
6,3,0.235,0.17,0.065,0.0625,0.023,0.014,0.022
10,3,0.605,0.49,0.165,1.071,0.482,0.1935,0.352
10,2,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965
15,1,0.565,0.465,0.175,0.995,0.3895,0.183,0.37
15,1,0.585,0.405,0.15,1.2565,0.435,0.202,0.325
10,3,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145
11,2,0.5,0.375,0.115,0.5945,0.185,0.148,0.19
8,2,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22
9,2,0.605,0.475,0.165,1.056,0.433,0.2195,0.357
7,2,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29
8,2,0.55,0.43,0.14,0.84,0.375,0.218,0.1945
15,1,0.52,0.4,0.12,0.823,0.298,0.1805,0.265
5,3,0.3,0.23,0.075,0.15,0.0605,0.042,0.045
7,3,0.365,0.28,0.09,0.196,0.0865,0.036,0.0605
8,1,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135
6,1,0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835
9,2,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14
12,2,0.62,0.48,0.18,1.2215,0.582,0.2695,0.313
8,1,0.59,0.47,0.15,0.9955,0.481,0.232,0.24
7,3,0.39,0.295,0.1,0.279,0.1155,0.059,0.08
9,3,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105
9,1,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06
7,3,0.495,0.38,0.13,0.5125,0.2185,0.116,0.16
12,2,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475
11,1,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025
15,2,0.56,0.435,0.185,1.106,0.422,0.2435,0.33
7,1,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265
12,3,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155
6,3,0.38,0.28,0.085,0.2735,0.115,0.061,0.085
9,2,0.55,0.47,0.15,0.897,0.377,0.184,0.29
9,3,0.515,0.405,0.13,0.573,0.213,0.134,0.195
8,3,0.53,0.43,0.14,0.677,0.298,0.0965,0.23
5,3,0.28,0.22,0.08,0.1315,0.066,0.024,0.03
8,3,0.59,0.47,0.145,0.974,0.453,0.236,0.289
13,1,0.555,0.445,0.135,0.836,0.336,0.1625,0.275
17,1,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645
7,3,0.41,0.33,0.105,0.335,0.1525,0.074,0.11
10,1,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17
13,1,0.675,0.525,0.16,1.2835,0.572,0.2755,0.3545
10,1,0.545,0.425,0.135,0.8445,0.373,0.21,0.235
13,1,0.71,0.56,0.175,1.724,0.566,0.4575,0.4625
6,3,0.385,0.285,0.09,0.248,0.0935,0.066,0.07
10,3,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345
9,2,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288
13,1,0.695,0.55,0.22,1.5515,0.566,0.3835,0.445
10,3,0.575,0.425,0.135,0.7965,0.364,0.196,0.239
12,1,0.47,0.37,0.135,0.547,0.222,0.1325,0.17
8,3,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14
10,1,0.565,0.45,0.155,1.0595,0.4735,0.24,0.265
7,3,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035
9,2,0.605,0.47,0.155,0.974,0.393,0.224,0.3345
10,2,0.65,0.545,0.175,1.5245,0.59,0.326,0.495
6,1,0.5,0.39,0.125,0.5215,0.2485,0.117,0.131
19,3,0.52,0.39,0.14,0.7325,0.2415,0.144,0.26
9,2,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095
8,1,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225
15,1,0.565,0.44,0.185,0.909,0.344,0.2325,0.255
10,3,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655
6,3,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075
10,2,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575
13,2,0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335
10,2,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595
13,3,0.46,0.355,0.14,0.4935,0.216,0.133,0.115
8,3,0.44,0.34,0.105,0.344,0.123,0.081,0.125
8,1,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405
15,2,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47
9,1,0.605,0.475,0.155,1.161,0.572,0.2455,0.275
9,1,0.58,0.47,0.165,1.041,0.54,0.166,0.279
10,3,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105
10,2,0.645,0.535,0.19,1.2395,0.468,0.2385,0.424
8,3,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085
9,1,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255
10,2,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396
7,3,0.39,0.295,0.095,0.203,0.0875,0.045,0.075
10,1,0.66,0.525,0.2,1.489,0.6065,0.3795,0.421
8,3,0.415,NA,0.11,0.316,0.1385,0.0795,0.0925
12,1,0.61,0.485,0.175,1.2445,0.544,0.297,0.345
16,3,0.635,0.5,0.18,1.319,0.5485,0.292,0.49
8,1,0.42,0.34,0.115,0.4215,0.175,0.093,0.135
12,2,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462
4,3,0.16,0.12,0.02,0.018,0.0075,0.0045,0.005
8,1,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295
8,2,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223
9,2,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155
14,1,0.565,0.44,0.175,0.9025,0.31,0.193,0.325
14,3,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32
19,2,0.58,0.46,0.15,0.9955,0.429,0.212,0.26
23,2,0.49,0.385,0.15,0.7865,0.241,0.14,0.24
11,1,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36
10,1,0.52,0.385,0.165,0.791,0.375,0.18,0.1815
11,1,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31
8,3,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251
7,3,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115
11,1,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315
8,3,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173
11,3,0.54,0.4,0.145,0.757,0.315,0.181,0.215
16,2,0.56,0.445,0.195,0.981,0.305,0.2245,0.335
11,3,0.61,0.425,0.155,1.0485,0.507,0.1955,0.274
9,2,0.595,0.47,0.155,1.1775,0.542,0.269,0.31
10,2,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105
16,1,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185
7,3,0.305,0.245,0.075,0.156,0.0675,0.038,0.045
14,1,0.585,0.45,0.15,1.047,0.4315,0.276,0.315
7,3,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335
9,3,0.28,0.205,0.08,0.127,0.052,0.039,0.042
11,2,0.69,0.535,0.185,1.826,0.797,0.409,0.499
15,1,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19
10,1,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345
9,3,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114
7,3,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055
11,2,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468
19,2,0.505,0.425,0.14,0.85,0.275,0.1625,0.285
14,2,0.46,0.365,0.115,0.4485,0.165,0.083,0.17
7,3,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105
10,3,0.47,0.375,0.105,0.468,0.1665,0.108,0.17
11,2,0.41,0.305,0.1,0.363,0.1735,0.065,0.11
6,3,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054
6,3,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05
10,3,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125
9,1,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29
9,1,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105
6,3,0.4,0.32,0.095,0.348,0.194,0.053,0.087
7,2,0.585,0.45,0.15,0.938,0.467,0.203,0.225
18,2,0.635,0.5,0.18,1.312,0.529,0.2485,0.485
8,2,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815
11,1,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245
4,3,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011
13,2,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225
13,2,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295
9,3,0.515,0.39,0.12,0.565,0.235,0.135,0.179
8,3,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19
8,2,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185
17,1,0.665,0.54,0.175,1.347,0.4955,0.254,0.415
10,1,0.55,0.43,0.13,0.8395,0.3155,0.1955,0.2405
8,2,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248
10,1,0.715,0.535,0.19,1.6755,0.889,0.313,0.42
9,1,0.54,0.405,0.125,0.891,0.4815,0.1915,0.202
9,1,0.58,0.46,0.15,1.0165,0.491,0.221,0.265
14,2,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975
11,1,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38
5,3,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077
8,3,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495
6,2,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15
8,1,0.415,0.315,0.12,0.4015,0.199,0.087,0.097
17,3,0.54,0.435,0.145,0.97,0.4285,0.22,0.264
6,3,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635
9,3,0.44,0.32,0.105,0.3875,0.1755,0.074,0.12
9,3,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565
9,1,0.35,0.26,0.09,0.195,0.0745,0.041,0.0655
8,1,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155
14,1,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76
20,2,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4
8,2,0.47,0.35,0.115,0.487,0.1955,0.127,0.155
8,1,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025
10,1,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32
11,3,0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525
8,1,0.645,0.52,0.175,1.561,0.709,0.3555,0.4
6,3,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175
12,1,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355
10,1,0.605,0.48,0.17,1.1835,0.582,0.2365,0.317
9,1,0.575,0.45,0.13,0.785,0.318,0.193,0.2265
10,2,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269
8,3,0.485,0.375,0.14,0.521,0.2,0.123,0.17
7,3,0.5,0.375,0.125,0.5695,0.259,0.124,0.157
11,2,0.505,0.41,0.15,0.644,0.285,0.145,0.21
9,2,0.62,0.49,0.16,1.056,0.493,0.244,0.2725
11,1,0.63,0.485,0.18,1.2435,0.5175,0.308,0.37
9,1,0.67,0.525,0.17,1.4005,0.715,0.3025,0.387
6,1,0.37,0.265,0.075,0.214,0.09,0.051,0.07
8,3,0.49,0.4,0.135,0.624,0.3035,0.1285,0.169
10,2,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263
13,1,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4
9,3,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138
