Rings,"Sex (1 – male, 2 – female, 3 – uvenil)",Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight
15,1,0.515,0.405,0.145,0.695,0.215,0.1635,0.234
10,2,0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365
8,1,0.48,0.36,0.1,0.439,0.194,0.099,0.115
15,1,0.605,0.475,0.18,0.9365,0.394,0.219,0.295
5,3,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035
10,2,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985
8,2,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275
8,3,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05
10,1,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935
16,1,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375
9,1,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194
6,3,0.4,0.315,0.09,0.33,0.151,0.068,0.08
14,1,0.59,0.455,0.145,1.073,0.475,0.19,0.285
14,2,0.575,0.485,0.165,1.0405,0.419,0.264,0.3
10,1,0.33,0.235,0.09,0.163,0.0615,0.034,0.055
10,1,0.515,0.435,0.145,0.8815,0.292,0.206,0.255
12,2,0.735,0.565,0.205,2.1275,0.949,0.46,0.565
11,1,0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345
9,1,0.61,0.365,0.155,1.0765,0.488,0.249,0.27
15,1,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25
8,2,0.5,0.38,0.14,0.6355,0.277,0.143,0.1785
10,1,0.54,0.425,0.12,0.817,0.2945,0.153,0.195
10,1,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755
8,1,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385
18,2,0.5,0.405,0.14,0.6735,0.265,0.124,0.25
9,2,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203
11,2,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363
11,1,0.66,0.505,0.19,1.4385,0.6775,0.285,0.178
11,1,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925
9,3,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172
7,3,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735
11,2,0.55,0.43,0.155,0.785,0.289,0.227,0.233
8,1,0.48,0.37,0.13,0.643,0.349,0.1155,0.135
6,3,0.36,0.27,0.09,0.219,0.097,0.0405,0.065
9,2,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185
8,1,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25
6,3,0.4,0.295,0.095,0.252,0.1105,0.0575,0.066
12,1,0.575,0.45,0.185,0.925,0.342,0.197,0.35
13,3,0.44,0.345,0.1,0.366,0.122,0.0905,0.12
7,2,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405
19,2,0.66,0.52,0.18,1.514,0.526,0.2975,0.42
7,3,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975
8,2,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135
6,3,0.475,0.35,0.11,0.4565,0.206,0.099,0.13
10,3,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895
9,3,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22
7,3,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13
10,3,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253
11,2,NA,0.44,0.175,0.7745,0.2985,0.1875,0.265
9,1,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745
8,3,0.45,0.35,0.11,0.514,0.253,0.1045,0.14
8,1,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235
18,2,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345
10,1,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565
8,3,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345
11,2,0.635,0.505,0.155,1.2895,0.594,0.314,0.345
6,3,0.33,0.255,0.095,0.172,0.066,0.0255,0.06
11,1,0.455,0.355,0.13,0.515,0.2,0.1275,0.175
13,2,0.625,0.495,0.16,1.234,0.6335,0.192,0.35
9,1,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336
7,3,0.495,0.38,0.12,0.512,0.233,0.1205,0.136
7,1,0.45,0.345,0.105,0.4115,0.18,0.1125,0.135
11,2,0.615,0.475,0.175,1.194,0.559,0.259,0.3165
7,3,0.435,0.345,0.12,0.4475,0.221,0.112,0.125
11,2,0.505,0.385,0.115,0.616,0.243,0.1075,0.21
9,3,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235
12,1,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775
8,2,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29
12,1,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255
12,1,0.7,0.575,0.19,2.273,1.095,0.418,0.638
9,1,0.6,0.475,0.175,1.11,0.5105,0.256,0.285
9,3,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175
22,1,0.625,0.505,0.215,1.4455,0.496,0.287,0.435
17,2,0.53,0.43,0.17,0.775,0.35,0.152,0.235
11,2,0.725,0.57,0.205,1.6195,0.744,0.315,0.488
11,2,0.54,0.475,0.155,0.928,0.394,0.194,0.26
13,1,0.625,0.47,0.145,1.7855,0.675,0.247,0.3245
13,2,0.675,0.55,0.175,1.689,0.694,0.371,0.474
7,1,0.235,0.17,0.055,0.0515,0.018,0.0105,0.0195
11,1,0.67,0.535,0.19,NA,0.7465,0.2935,0.508
8,2,0.56,0.43,0.15,0.8745,0.453,0.161,0.22
13,2,0.52,0.425,0.145,0.7,0.207,0.1905,0.24
8,3,0.51,0.39,0.125,0.597,0.293,0.1265,0.1555
8,3,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12
15,1,0.635,0.48,0.19,1.467,0.5825,0.303,0.42
8,2,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215
10,1,0.425,0.34,0.12,0.388,0.149,0.087,0.125
8,1,0.59,0.44,0.15,0.8725,0.387,0.215,0.245
7,1,0.55,0.405,0.15,0.9235,0.412,0.2135,0.24
7,3,0.48,0.335,0.125,0.524,0.246,0.1095,0.145
11,1,0.72,0.565,0.2,1.787,0.718,0.385,0.529
12,2,0.6,0.465,0.165,0.8875,0.309,0.246,0.262
11,1,0.45,0.335,0.14,0.478,0.1865,0.115,0.16
6,3,0.37,0.275,0.08,0.2325,0.093,0.056,0.072
10,1,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16
10,2,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315
8,3,0.55,0.425,0.13,0.664,0.2695,0.163,0.21
5,3,0.35,0.265,0.095,0.199,0.073,0.049,0.06
10,2,0.525,0.4,0.135,0.714,0.318,0.138,0.208
10,2,0.645,0.48,0.17,1.1345,0.528,0.254,0.305
17,1,0.54,0.435,0.18,0.996,0.3835,0.226,0.325
12,2,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195
10,2,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253
8,2,0.58,0.445,0.135,0.95,0.484,0.182,0.2325
11,2,0.555,0.425,0.14,0.788,0.282,0.1595,0.285
10,2,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245
8,2,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21
8,2,0.62,0.435,0.155,1.012,0.477,0.236,0.275
10,2,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16
10,2,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175
10,2,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326
10,1,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335
6,3,0.43,0.325,0.105,0.309,0.119,0.08,0.098
10,1,0.585,0.465,0.165,0.885,0.4025,0.1625,0.274
16,1,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515
9,2,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18
6,3,0.4,0.31,0.1,0.306,0.13,0.06,0.094
5,3,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675
7,3,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185
10,1,0.585,0.49,0.185,1.171,0.522,0.2535,0.335
9,2,0.57,0.44,0.19,1.018,0.447,0.207,0.265
10,1,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195
10,2,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364
8,3,0.485,0.415,0.14,0.5705,0.25,0.134,0.185
12,1,0.555,0.44,0.15,0.755,0.307,0.1525,0.26
7,2,0.58,0.435,0.15,0.839,0.3485,0.207,0.192
13,3,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12
14,1,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285
8,3,0.52,0.4,0.14,0.622,0.278,0.1455,0.169
11,1,0.77,0.605,0.175,2.0505,0.8005,0.526,0.355
8,3,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185
12,1,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24
13,3,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615
15,1,0.545,0.44,0.165,0.744,0.2875,0.204,0.25
12,2,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553
5,3,0.18,0.135,0.08,0.033,0.0145,0.007,0.01
8,1,0.575,0.45,0.165,0.9655,0.498,0.19,0.23
10,2,0.52,0.41,0.16,0.712,0.2845,0.153,0.225
6,3,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15
8,2,0.645,0.49,0.16,1.144,0.5015,0.289,0.319
8,3,0.545,0.42,0.125,0.717,0.358,0.112,0.22
10,1,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305
7,3,0.365,0.27,0.085,0.205,0.078,0.0485,0.07
11,2,0.71,0.545,0.175,1.907,0.8725,0.4565,0.475
10,2,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285
11,1,0.67,0.525,0.165,1.6085,0.682,0.3145,NA
12,2,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155
7,2,0.53,0.395,0.145,0.775,0.308,0.169,0.255
8,1,0.56,0.43,0.155,0.8675,0.4,0.172,0.229
19,1,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54
24,1,0.69,0.54,0.185,1.6195,0.533,0.353,0.555
8,3,0.435,0.34,0.12,0.396,0.1775,0.081,0.125
9,2,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317
20,1,0.63,0.515,0.165,1.352,0.488,0.349,0.45
4,3,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105
10,2,0.63,0.475,0.155,1.0005,0.452,0.252,0.265
9,3,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286
10,1,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885
9,2,0.575,0.47,0.165,0.869,0.435,0.197,0.238
10,1,0.56,0.45,0.155,0.9125,0.3595,0.271,0.35
10,1,0.6,0.46,0.18,1.14,0.423,0.2575,0.365
9,1,0.635,0.51,0.17,1.3555,0.619,0.305,0.39
12,1,0.645,0.495,0.19,1.539,0.6115,0.408,0.445
13,3,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39
11,2,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32
8,3,0.525,0.385,0.13,0.607,0.2355,0.125,0.195
10,1,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295
8,2,0.37,0.275,0.08,0.227,0.093,0.0625,0.07
8,3,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945
14,2,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33
8,3,0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455
10,1,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485
11,1,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545
12,2,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41
8,3,0.545,0.43,0.14,0.772,0.289,0.19,0.2615
5,3,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445
7,3,0.415,0.32,0.115,0.3045,0.1215,0.0735,0.094
8,3,0.46,0.34,0.09,0.384,0.1795,0.068,0.11
11,2,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398
11,2,0.635,0.485,0.155,1.073,0.467,0.1975,0.35
12,2,0.505,0.38,0.145,0.651,0.2935,0.19,0.17
11,2,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985
8,3,0.54,0.42,0.14,0.74,0.3595,0.159,0.1985
7,3,0.425,0.32,0.1,0.3055,0.126,0.06,0.106
7,1,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214
9,1,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391
9,1,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247
9,2,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195
10,2,0.44,0.34,NA,0.4195,0.153,0.1155,0.13
10,1,0.695,0.55,0.205,2.173,1.133,0.4665,0.496
7,3,0.37,0.29,0.09,0.2445,0.089,0.0655,0.075
9,1,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305
6,3,0.29,0.21,0.065,0.097,0.0375,0.022,0.03
11,1,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339
10,1,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26
23,2,0.62,0.52,0.225,1.1835,0.378,0.27,0.395
9,1,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302
8,1,0.51,0.415,0.145,0.751,0.3295,0.1835,0.203
16,1,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365
17,2,0.53,0.42,0.13,1.001,0.34,0.226,0.265
9,2,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695
14,2,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735
9,2,0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355
19,1,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41
6,3,0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945
9,1,0.65,0.51,0.155,1.407,0.7215,0.298,0.335
12,2,0.64,0.505,0.19,1.2765,0.4835,0.328,0.4
12,1,0.715,0.52,0.18,1.6,0.708,0.3525,0.445
10,2,0.525,0.43,0.165,0.717,0.289,0.1745,0.195
10,2,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965
5,3,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225
16,1,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47
6,3,0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038
4,3,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035
8,1,0.41,0.335,0.115,0.4405,0.19,0.085,0.135
11,1,0.58,0.475,0.15,0.97,0.385,0.2165,0.35
10,2,0.625,0.495,0.165,1.262,0.507,0.318,0.39
12,1,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505
10,2,NA,0.435,0.175,0.982,0.4055,0.2495,0.27
12,1,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205
9,2,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185
9,1,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075
10,1,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535
18,1,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305
10,2,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35
9,1,0.615,0.475,0.175,1.224,0.6035,0.261,0.311
16,1,0.635,0.48,0.235,1.064,0.413,0.228,0.36
15,2,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36
9,3,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595
10,1,0.675,0.515,0.145,1.265,0.6025,0.299,0.325
16,3,0.6,0.445,0.175,1.057,0.383,0.216,0.355
11,1,0.555,0.45,0.145,0.915,0.4,0.246,0.285
7,3,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06
10,1,0.53,0.42,0.135,0.675,0.294,0.156,0.1825
23,2,0.55,0.415,0.135,0.775,0.302,0.179,0.26
10,2,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265
10,1,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33
10,2,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185
6,3,0.215,0.17,0.055,0.0605,0.0205,0.014,0.02
9,3,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165
9,1,0.345,0.27,0.095,0.197,0.0665,0.05,0.07
